5FSV:	HEADER    HYDROLASE                               08-JAN-16   5FSV              
3X0F:	HEADER    CELL ADHESION                           14-OCT-14   3X0F              
3G91:	HEADER    HYDROLASE                               12-FEB-09   3G91              
5FA8:	HEADER    TRANSFERASE                             11-DEC-15   5FA8              
3TT9:	HEADER    CELL ADHESION                           14-SEP-11   3TT9              
3NHE:	HEADER    HYDROLASE/PROTEIN BINDING               14-JUN-10   3NHE              
3JXO:	HEADER    TRANSPORT PROTEIN                       20-SEP-09   3JXO              
3C3Y:	HEADER    TRANSFERASE                             29-JAN-08   3C3Y              
2BBR:	HEADER    VIRAL PROTEIN                           17-OCT-05   2BBR              
2WDC:	HEADER    HYDROLASE                               24-MAR-09   2WDC              
5DU9:	HEADER    PHOSPHOPANTETHEINE BINDING PROTEIN      18-SEP-15   5DU9              
3DK9:	HEADER    OXIDOREDUCTASE                          24-JUN-08   3DK9              
2YZY:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   06-MAY-07   2YZY              
1FSG:	HEADER    TRANSFERASE                             08-SEP-00   1FSG              
3CT6:	HEADER    TRANSFERASE                             11-APR-08   3CT6              
3CT5:	HEADER    HYDROLASE                               11-APR-08   3CT5              
1EUW:	HEADER    HYDROLASE                               17-APR-00   1EUW              
4XPX:	HEADER    OXYGEN BINDING PROTEIN                  18-JAN-15   4XPX              
4X33:	HEADER    ELECTRON TRANSPORT                      27-NOV-14   4X33              
2IBN:	HEADER    OXIDOREDUCTASE                          11-SEP-06   2IBN              
3B49:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   23-OCT-07   3B49              
5UEB:	HEADER    UNKNOWN FUNCTION                        30-DEC-16   5UEB              
5HGZ:	HEADER    TRANSFERASE                             09-JAN-16   5HGZ              
4M0W:	HEADER    HYDROLASE/PROTEIN BINDING               02-AUG-13   4M0W              
4V1S:	HEADER    HYDROLASE                               02-OCT-14   4V1S              
5UEJ:	HEADER    HYDROLASE                               02-JAN-17   5UEJ              
3ER7:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   01-OCT-08   3ER7              
4N13:	HEADER    TRANSPORT PROTEIN                       03-OCT-13   4N13              
3QHP:	HEADER    TRANSFERASE                             26-JAN-11   3QHP              
4NOH:	HEADER    LIPID BINDING PROTEIN                   19-NOV-13   4NOH              
4NOG:	HEADER    TRANSFERASE                             19-NOV-13   4NOG              
5B5I:	HEADER    HORMONE                                 10-MAY-16   5B5I              
2BL8:	HEADER    BACTERIAL PROTEIN                       02-MAR-05   2BL8              
4NOA:	HEADER    UNKNOWN FUNCTION                        19-NOV-13   4NOA              
4V33:	HEADER    HYDROLASE                               16-OCT-14   4V33              
4YL8:	HEADER    PROTEIN BINDING                         05-MAR-15   4YL8              
3QHB:	HEADER    METAL TRANSPORT                         25-JAN-11   3QHB              
5B5Z:	HEADER    METAL BINDING PROTEIN                   24-MAY-16   5B5Z              
4RLC:	HEADER    TRANSPORT PROTEIN                       16-OCT-14   4RLC              
4V3I:	HEADER    UNKNOWN FUNCTION                        19-OCT-14   4V3I              
2Q9K:	HEADER    OXIDOREDUCTASE                          12-JUN-07   2Q9K              
4V3L:	HEADER    LIGASE                                  20-OCT-14   4V3L              
4WY9:	HEADER    SIGNALING PROTEIN                       17-NOV-14   4WY9              
2G3R:	HEADER    CELL CYCLE/TRANSCRIPTION                20-FEB-06   2G3R              
3PB6:	HEADER    TRANSFERASE                             20-OCT-10   3PB6              
4WY4:	HEADER    MEMBRANE PROTEIN                        15-NOV-14   4WY4              
2BLN:	HEADER    TRANSFERASE                             07-MAR-05   2BLN              
4YLQ:	HEADER    HYDROLASE                               05-MAR-15   4YLQ              
2YIM:	HEADER    ISOMERASE                               16-MAY-11   2YIM              
5UE1:	HEADER    HYDROLASE                               29-DEC-16   5UE1              
3TBN:	HEADER    METAL BINDING PROTEIN                   07-AUG-11   3TBN              
4MUQ:	HEADER    HYDROLASE                               23-SEP-13   4MUQ              
4R9P:	HEADER    TRANSCRIPTION                           06-SEP-14   4R9P              
3O9Z:	HEADER    OXIDOREDUCTASE                          04-AUG-10   3O9Z              
5C86:	HEADER    OXIDOREDUCTASE                          25-JUN-15   5C86              
5F7G:	HEADER    TRANSPORT PROTEIN                       08-DEC-15   5F7G              
3B4Q:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   24-OCT-07   3B4Q              
2PW0:	HEADER    UNKNOWN FUNCTION                        10-MAY-07   2PW0              
3QZB:	HEADER    OXIDOREDUCTASE                          04-MAR-11   3QZB              
1QW2:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   30-AUG-03   1QW2              
1A3C:	HEADER    TRANSCRIPTION REGULATION                20-JAN-98   1A3C              
1ZI8:	HEADER    HYDROLASE                               27-APR-05   1ZI8              
1VQS:	HEADER    UNKNOWN FUNCTION                        20-DEC-04   1VQS              
1QW9:	HEADER    HYDROLASE                               01-SEP-03   1QW9              
3QZM:	HEADER    METAL BINDING PROTEIN                   06-MAR-11   3QZM              
3QZR:	HEADER    HYDROLASE/HYDROLASE INHIBITOR           07-MAR-11   3QZR              
3KYJ:	HEADER    TRANSFERASE                             06-DEC-09   3KYJ              
3L9A:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   04-JAN-10   3L9A              
4GOF:	HEADER    PROTEIN BINDING                         19-AUG-12   4GOF              
2AXW:	HEADER    CELL INVASION                           06-SEP-05   2AXW              
3QZX:	HEADER    OXYGEN BINDING, OXYGEN TRANSPORT        07-MAR-11   3QZX              
5I2H:	HEADER    TRANSFERASE                             08-FEB-16   5I2H              
4QC6:	HEADER    TRANSFERASE/ANTIBIOTIC                  09-MAY-14   4QC6              
4HY4:	HEADER    LIGASE/LIGASE INHIBITOR                 12-NOV-12   4HY4              
2W31:	HEADER    OXYGEN TRANSPORT                        05-NOV-08   2W31              
5APG:	HEADER    TRANSFERASE                             15-SEP-15   5APG              
5IOD:	HEADER    HYDROLASE                               08-MAR-16   5IOD              
5FAF:	HEADER    STRUCTURAL PROTEIN                      11-DEC-15   5FAF              
2D5M:	HEADER    ELECTRON TRANSPORT                      02-NOV-05   2D5M              
2W39:	HEADER    HYDROLASE                               07-NOV-08   2W39              
4TZ1:	HEADER    HYDROLASE                               09-JUL-14   4TZ1              
2OXG:	HEADER    TRANSPORT PROTEIN                       20-FEB-07   2OXG              
1W1H:	HEADER    TRANSFERASE                             21-JUN-04   1W1H              
1UWK:	HEADER    HYDROLASE                               05-FEB-04   1UWK              
3ALJ:	HEADER    OXIDOREDUCTASE                          04-AUG-10   3ALJ              
2W3Q:	HEADER    LYASE                                   14-NOV-08   2W3Q              
2II2:	HEADER    METAL BINDING PROTEIN                   27-SEP-06   2II2              
3PN3:	HEADER    HYDROLASE/HYDROLASE INHIBITOR           18-NOV-10   3PN3              
4TZH:	HEADER    UNKNOWN FUNCTION                        10-JUL-14   4TZH              
4Z9H:	HEADER    PROTEIN BINDING                         10-APR-15   4Z9H              
3FG9:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   05-DEC-08   3FG9              
2VWS:	HEADER    LYASE                                   26-JUN-08   2VWS              
3EO6:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   26-SEP-08   3EO6              
2FP1:	HEADER    ISOMERASE                               15-JAN-06   2FP1              
5IO9:	HEADER    TRANSFERASE                             08-MAR-16   5IO9              
3OHE:	HEADER    HYDROLASE                               17-AUG-10   3OHE              
4LA2:	HEADER    LYASE                                   19-JUN-13   4LA2              
4DYQ:	HEADER    VIRAL PROTEIN                           29-FEB-12   4DYQ              
1FJ2:	HEADER    HYDROLASE                               07-AUG-00   1FJ2              
4XBA:	HEADER    HYDROLASE                               16-DEC-14   4XBA              
1QWG:	HEADER    LYASE                                   02-SEP-03   1QWG              
3IOH:	HEADER    TRANSFERASE                             14-AUG-09   3IOH              
4COG:	HEADER    HYDROLASE                               28-JAN-14   4COG              
1QWO:	HEADER    HYDROLASE                               03-SEP-03   1QWO              
4WKA:	HEADER    HYDROLASE                               02-OCT-14   4WKA              
3H7H:	HEADER    TRANSCRIPTION                           27-APR-09   3H7H              
3H7I:	HEADER    HYDROLASE                               27-APR-09   3H7I              
3FYM:	HEADER    DNA BINDING PROTEIN                     22-JAN-09   3FYM              
3FYN:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   22-JAN-09   3FYN              
1JX6:	HEADER    SIGNALING PROTEIN                       05-SEP-01   1JX6              
2CKK:	HEADER    NUCLEAR PROTEIN                         20-APR-06   2CKK              
4E29:	HEADER    MEMBRANE PROTEIN                        07-MAR-12   4E29              
3OGN:	HEADER    TRANSPORT PROTEIN                       17-AUG-10   3OGN              
4G4K:	HEADER    DNA BINDING PROTEIN                     16-JUL-12   4G4K              
4JK8:	HEADER    RNA BINDING PROTEIN                     09-MAR-13   4JK8              
3BO6:	HEADER    LYASE                                   17-DEC-07   3BO6              
3T94:	HEADER    TRANSFERASE                             02-AUG-11   3T94              
3T92:	HEADER    TRANSFERASE                             02-AUG-11   3T92              
3WCQ:	HEADER    ELECTRON TRANSPORT                      31-MAY-13   3WCQ              
3DKM:	HEADER    LIGASE                                  25-JUN-08   3DKM              
1ZUU:	HEADER    UNKNOWN FUNCTION                        01-JUN-05   1ZUU              
5JDA:	HEADER    TRANSFERASE                             15-APR-16   5JDA              
3ISX:	HEADER    HYDROLASE                               27-AUG-09   3ISX              
3T7L:	HEADER    TRANSPORT PROTEIN                       30-JUL-11   3T7L              
5FS8:	HEADER    OXIDOREDUCTASE                          31-DEC-15   5FS8              
4UOB:	HEADER    LYASE                                   02-JUN-14   4UOB              
3T7H:	HEADER    LIGASE                                  30-JUL-11   3T7H              
2ANX:	HEADER    HYDROLASE                               11-AUG-05   2ANX              
5JDK:	HEADER    DNA BINDING PROTEIN                     17-APR-16   5JDK              
4DK2:	HEADER    HYDROLASE                               03-FEB-12   4DK2              
5B7Y:	HEADER    ISOMERASE                               10-JUN-16   5B7Y              
5KF9:	HEADER    TRANSFERASE                             12-JUN-16   5KF9              
3BA3:	HEADER    OXIDOREDUCTASE                          07-NOV-07   3BA3              
1T8K:	HEADER    LIPID TRANSPORT                         13-MAY-04   1T8K              
2ZHJ:	HEADER    METAL BINDING PROTEIN                   06-FEB-08   2ZHJ              
5EC6:	HEADER    METAL TRANSPORT                         20-OCT-15   5EC6              
3V5C:	HEADER    LYASE                                   16-DEC-11   3V5C              
3BON:	HEADER    TOXIN                                   17-DEC-07   3BON              
2BKX:	HEADER    HYDROLASE                               21-FEB-05   2BKX              
3BOE:	HEADER    LYASE                                   17-DEC-07   3BOE              
4XLZ:	HEADER    METAL BINDING PROTEIN                   14-JAN-15   4XLZ              
3PIW:	HEADER    CYTOKINE                                08-NOV-10   3PIW              
3HZP:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   24-JUN-09   3HZP              
2DKO:	HEADER    HYDROLASE/HYDROLASE INHIBITOR           12-APR-06   2DKO              
4B9G:	HEADER    CELL ADHESION                           04-SEP-12   4B9G              
3LGB:	HEADER    TRANSFERASE                             20-JAN-10   3LGB              
3H79:	HEADER    UNKNOWN FUNCTION                        24-APR-09   3H79              
5KTN:	HEADER    TRANSFERASE                             12-JUL-16   5KTN              
2QB7:	HEADER    HYDROLASE                               16-JUN-07   2QB7              
4E2X:	HEADER    TRANSFERASE                             09-MAR-12   4E2X              
3H74:	HEADER    TRANSFERASE                             24-APR-09   3H74              
3H75:	HEADER    SUGAR BINDING PROTEIN                   24-APR-09   3H75              
2X5Y:	HEADER    IMMUNE SYSTEM                           11-FEB-10   2X5Y              
2X5X:	HEADER    HYDROLASE                               11-FEB-10   2X5X              
4PSR:	HEADER    HYDROLASE                               07-MAR-14   4PSR              
4OD6:	HEADER    HYDROLASE                               10-JAN-14   4OD6              
1OF8:	HEADER    LYASE                                   08-APR-03   1OF8              
5SVY:	HEADER    TRANSCRIPTION                           08-AUG-16   5SVY              
2JKU:	HEADER    LIGASE                                  30-AUG-08   2JKU              
5LJM:	HEADER    CELL CYCLE                              18-JUL-16   5LJM              
2JKH:	HEADER    HYDROLASE                               28-AUG-08   2JKH              
2ERF:	HEADER    SUGAR BINDING PROTEIN                   24-OCT-05   2ERF              
2X5N:	HEADER    NUCLEAR PROTEIN                         10-FEB-10   2X5N              
5JRY:	HEADER    OXIDOREDUCTASE                          06-MAY-16   5JRY              
5HZD:	HEADER    TRANSFERASE                             02-FEB-16   5HZD              
3ZBD:	HEADER    VIRAL PROTEIN                           08-NOV-12   3ZBD              
2Y8Y:	HEADER    HYDROLASE/RNA                           11-FEB-11   2Y8Y              
1D8W:	HEADER    ISOMERASE                               26-OCT-99   1D8W              
3ZBO:	HEADER    UNKNOWN FUNCTION                        12-NOV-12   3ZBO              
4YWK:	HEADER    CELL CYCLE                              20-MAR-15   4YWK              
3UEJ:	HEADER    METAL BINDING PROTEIN                   30-OCT-11   3UEJ              
1R29:	HEADER    TRANSCRIPTION                           26-SEP-03   1R29              
5L87:	HEADER    MEMBRANE PROTEIN                        07-JUN-16   5L87              
4GS3:	HEADER    DNA BINDING PROTEIN                     27-AUG-12   4GS3              
3R72:	HEADER    TRANSPORT PROTEIN                       22-MAR-11   3R72              
3T2C:	HEADER    LYASE, HYDROLASE                        22-JUL-11   3T2C              
3X0T:	HEADER    TOXIN                                   22-OCT-14   3X0T              
2XEV:	HEADER    METAL BINDING                           18-MAY-10   2XEV              
1M55:	HEADER    VIRAL PROTEIN                           08-JUL-02   1M55              
3NYT:	HEADER    TRANSFERASE                             15-JUL-10   3NYT              
1VMG:	HEADER    HYDROLASE                               24-SEP-04   1VMG              
1VMH:	HEADER    UNKNOWN FUNCTION                        24-SEP-04   1VMH              
3EA6:	HEADER    TOXIN                                   24-AUG-08   3EA6              
2Y6X:	HEADER    PHOTOSYNTHESIS                          27-JAN-11   2Y6X              
1JNR:	HEADER    OXIDOREDUCTASE                          25-JUL-01   1JNR              
5SV2:	HEADER    HYDROLASE                               04-AUG-16   5SV2              
5HZ8:	HEADER    TRANSPORT PROTEIN                       02-FEB-16   5HZ8              
4V0K:	HEADER    HYDROLASE                               17-SEP-14   4V0K              
5SV5:	HEADER    HYDROLASE                               04-AUG-16   5SV5              
2W15:	HEADER    HYDROLASE/INHIBITOR                     14-OCT-08   2W15              
5HZ6:	HEADER    TRANSPORT PROTEIN                       02-FEB-16   5HZ6              
5IMA:	HEADER    OXIDOREDUCTASE                          06-MAR-16   5IMA              
3BS4:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   21-DEC-07   3BS4              
3VQJ:	HEADER    HYDROLASE                               24-MAR-12   3VQJ              
2CYJ:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   07-JUL-05   2CYJ              
4YKI:	HEADER    MEMBRANE PROTEIN                        04-MAR-15   4YKI              
3ESS:	HEADER    TRANSFERASE,TOXIN                       06-OCT-08   3ESS              
5HT2:	HEADER    HYDROLASE/DNA                           26-JAN-16   5HT2              
1IRQ:	HEADER    GENE REGULATION                         11-OCT-01   1IRQ              
5EPW:	HEADER    VIRAL PROTEIN                           12-NOV-15   5EPW              
3QGU:	HEADER    TRANSFERASE                             25-JAN-11   3QGU              
2BMO:	HEADER    OXIDOREDUCTASE                          15-MAR-05   2BMO              
4V0W:	HEADER    HYDROLASE/HYDROLASE REGULATOR           18-SEP-14   4V0W              
2NUH:	HEADER    UNKNOWN FUNCTION                        09-NOV-06   2NUH              
4V0S:	HEADER    LYASE                                   18-SEP-14   4V0S              
1UFY:	HEADER    ISOMERASE                               11-JUN-03   1UFY              
4MTU:	HEADER    LYASE                                   20-SEP-13   4MTU              
3CCD:	HEADER    TRANSFERASE                             25-FEB-08   3CCD              
3EOI:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   26-SEP-08   3EOI              
3VMN:	HEADER    HYDROLASE                               14-DEC-11   3VMN              
3D7J:	HEADER    UNKNOWN FUNCTION                        21-MAY-08   3D7J              
3VMK:	HEADER    OXIDOREDUCTASE                          13-DEC-11   3VMK              
2FMA:	HEADER    METAL BINDING PROTEIN                   08-JAN-06   2FMA              
1UFO:	HEADER    HYDROLASE                               03-JUN-03   1UFO              
4MTM:	HEADER    STRUCTURAL PROTEIN                      19-SEP-13   4MTM              
5DT6:	HEADER    MEMBRANE PROTEIN                        17-SEP-15   5DT6              
4OXX:	HEADER    ELECTRON TRANSPORT                      07-FEB-14   4OXX              
3D9N:	HEADER    TRANSCRIPTION                           27-MAY-08   3D9N              
3ITF:	HEADER    SIGNALING PROTEIN                       28-AUG-09   3ITF              
4KEF:	HEADER    ACTIN BINDING PROTEIN                   25-APR-13   4KEF              
1IDP:	HEADER    LYASE                                   04-APR-01   1IDP              
3B79:	HEADER    NUCLEOTIDE BINDING PROTEIN              30-OCT-07   3B79              
4MFI:	HEADER    SUGAR BINDING PROTEIN                   28-AUG-13   4MFI              
3D9X:	HEADER    CELL ADHESION                           28-MAY-08   3D9X              
3S8M:	HEADER    OXIDOREDUCTASE                          29-MAY-11   3S8M              
4BT7:	HEADER    LYASE                                   12-JUN-13   4BT7              
4BFO:	HEADER    HYDROLASE                               21-MAR-13   4BFO              
2WNF:	HEADER    TRANSFERASE                             09-JUL-09   2WNF              
4Q98:	HEADER    CELL ADHESION                           29-APR-14   4Q98              
5EP6:	HEADER    PROTEIN BINDING/TRANSFERASE             11-NOV-15   5EP6              
4I3G:	HEADER    HYDROLASE                               26-NOV-12   4I3G              
2IC2:	HEADER    PROTEIN BINDING                         12-SEP-06   2IC2              
1H2C:	HEADER    VIRUS/VIRAL PROTEIN                     05-AUG-02   1H2C              
5HTX:	HEADER    TRANSFERASE                             27-JAN-16   5HTX              
1GCI:	HEADER    SERINE PROTEASE                         02-SEP-98   1GCI              
2PFI:	HEADER    TRANSPORT PROTEIN                       05-APR-07   2PFI              
2WNP:	HEADER    IMMUNE SYSTEM                           16-JUL-09   2WNP              
5CL8:	HEADER    HYDROLASE/DNA                           16-JUL-15   5CL8              
2HQS:	HEADER    TRANSPORT PROTEIN/LIPOPROTEIN           19-JUL-06   2HQS              
2DDR:	HEADER    HYDROLASE                               02-FEB-06   2DDR              
3IP0:	HEADER    TRANSFERASE                             15-AUG-09   3IP0              
5HTL:	HEADER    BIOSYNTHETIC PROTEIN                    27-JAN-16   5HTL              
2JEK:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   17-JAN-07   2JEK              
2HP0:	HEADER    ISOMERASE                               17-JUL-06   2HP0              
1GWE:	HEADER    OXIDOREDUCTASE                          15-MAR-02   1GWE              
2VXN:	HEADER    ISOMERASE                               08-JUL-08   2VXN              
2Z98:	HEADER    OXIDOREDUCTASE                          18-SEP-07   2Z98              
3KXT:	HEADER    DNA BINDING PROTEIN/DNA                 03-DEC-09   3KXT              
5H0Q:	HEADER    LIPID BINDING PROTEIN                   06-OCT-16   5H0Q              
5D84:	HEADER    BIOSYNTHETIC PROTEIN                    15-AUG-15   5D84              
2Y9U:	HEADER    APOPTOSIS                               16-FEB-11   2Y9U              
1UTG:	HEADER    STEROID BINDING                         03-APR-89   1UTG              
3SU6:	HEADER    HYDROLASE/INHIBITOR                     11-JUL-11   3SU6              
5H0M:	HEADER    HYDROLASE                               05-OCT-16   5H0M              
2VXT:	HEADER    CYTOKINE                                10-JUL-08   2VXT              
3AMR:	HEADER    HYDROLASE/HYDROLASE INHIBITOR           22-AUG-10   3AMR              
5B42:	HEADER    DNA BINDING PROTEIN                     30-MAR-16   5B42              
4XQ7:	HEADER    TRANSFERASE                             19-JAN-15   4XQ7              
4QBB:	HEADER    HYDROLASE/HYDROLASE INHIBITOR           07-MAY-14   4QBB              
4FBJ:	HEADER    CELL CYCLE/PROTEIN BINDING              23-MAY-12   4FBJ              
1ZHV:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   26-APR-05   1ZHV              
1LC0:	HEADER    OXIDOREDUCTASE                          04-APR-02   1LC0              
4NBP:	HEADER    HYDROLASE                               23-OCT-13   4NBP              
4CNN:	HEADER    LYASE                                   23-JAN-14   4CNN              
3BWH:	HEADER    TRANSLATION                             09-JAN-08   3BWH              
4CNG:	HEADER    TRANSFERASE                             22-JAN-14   4CNG              
5C98:	HEADER    UNKNOWN FUNCTION                        26-JUN-15   5C98              
1LMI:	HEADER    IMMUNE SYSTEM                           01-MAY-02   1LMI              
2I8T:	HEADER    HYDROLASE                               03-SEP-06   2I8T              
1GMU:	HEADER    METALLOCHAPERONE                        24-SEP-01   1GMU              
1G6X:	HEADER    HYDROLASE INHIBITOR                     08-NOV-00   1G6X              
4HHR:	HEADER    OXIDOREDUCTASE                          10-OCT-12   4HHR              
4FTF:	HEADER    PROTEIN TRANSPORT                       27-JUN-12   4FTF              
1GMX:	HEADER    TRANSFERASE                             25-SEP-01   1GMX              
4XQC:	HEADER    TRANSFERASE                             19-JAN-15   4XQC              
5UBA:	HEADER    RNA BINDING PROTEIN                     20-DEC-16   5UBA              
1KJQ:	HEADER    TRANSFERASE                             05-DEC-01   1KJQ              
1OW4:	HEADER    TRANSPORT PROTEIN                       28-MAR-03   1OW4              
1WVQ:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   24-DEC-04   1WVQ              
4M7T:	HEADER    METAL BINDING PROTEIN                   12-AUG-13   4M7T              
4QTC:	HEADER    TRANSFERASE/TRANSFERASE INHIBITOR       07-JUL-14   4QTC              
1J0P:	HEADER    ELECTRON TRANSPORT                      19-NOV-02   1J0P              
2IMQ:	HEADER    TRANSPORT PROTEIN                       04-OCT-06   2IMQ              
4NLM:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   14-NOV-13   4NLM              
5D8V:	HEADER    METAL BINDING PROTEIN                   18-AUG-15   5D8V              
1ZV1:	HEADER    PROTEIN BINDING                         01-JUN-05   1ZV1              
5B4B:	HEADER    HYDROLASE                               03-APR-16   5B4B              
4Y9V:	HEADER    LYASE                                   17-FEB-15   4Y9V              
4Y9W:	HEADER    HYDROLASE                               17-FEB-15   4Y9W              
2IMF:	HEADER    TRANSFERASE                             04-OCT-06   2IMF              
5B4Z:	HEADER    TRANSPORT PROTEIN                       20-APR-16   5B4Z              
4Q7O:	HEADER    IMMUNE SYSTEM                           25-APR-14   4Q7O              
2IMH:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   04-OCT-06   2IMH              
2IMJ:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   04-OCT-06   2IMJ              
4W79:	HEADER    HYDROLASE                               21-AUG-14   4W79              
3DNJ:	HEADER    PEPTIDE BINDING PROTEIN                 02-JUL-08   3DNJ              
5GTQ:	HEADER    HYDROLASE                               23-AUG-16   5GTQ              
4F06:	HEADER    TRANSPORT PROTEIN                       03-MAY-12   4F06              
2VK2:	HEADER    TRANSPORT PROTEIN                       16-DEC-07   2VK2              
1W23:	HEADER    TRANSFERASE                             25-JUN-04   1W23              
1RKU:	HEADER    TRANSFERASE                             23-NOV-03   1RKU              
4F01:	HEADER    CHAPERONE                               03-MAY-12   4F01              
4W6Y:	HEADER    CELL ADHESION                           21-AUG-14   4W6Y              
3T8J:	HEADER    HYDROLASE                               01-AUG-11   3T8J              
3PMS:	HEADER    HYDROLASE                               17-NOV-10   3PMS              
4A9V:	HEADER    HYDROLASE                               28-NOV-11   4A9V              
2YHG:	HEADER    HYDROLASE                               30-APR-11   2YHG              
3L81:	HEADER    TRANSPORT PROTEIN                       29-DEC-09   3L81              
1VP8:	HEADER    FLAVOPROTEIN                            14-OCT-04   1VP8              
1P3H:	HEADER    CHAPERONE                               17-APR-03   1P3H              
5I34:	HEADER    LIGASE                                  09-FEB-16   5I34              
3LFK:	HEADER    UNKNOWN FUNCTION                        17-JAN-10   3LFK              
3CKM:	HEADER    BIOSYNTHETIC PROTEIN                    16-MAR-08   3CKM              
5EDF:	HEADER    UNKNOWN FUNCTION                        21-OCT-15   5EDF              
1U8V:	HEADER    LYASE, ISOMERASE                        07-AUG-04   1U8V              
5I39:	HEADER    OXIDOREDUCTASE                          10-FEB-16   5I39              
2VK8:	HEADER    LYASE                                   17-DEC-07   2VK8              
5EL3:	HEADER    RNA BINDING PROTEIN                     04-NOV-15   5EL3              
1SX5:	HEADER    HYDROLASE/DNA                           30-MAR-04   1SX5              
3LFT:	HEADER    STRUCTURE GENOMICS, UNKNOWN FUNCTION    18-JAN-10   3LFT              
4LTT:	HEADER    TOXIN                                   23-JUL-13   4LTT              
3LFR:	HEADER    TRANSPORT PROTEIN                       18-JAN-10   3LFR              
5ELB:	HEADER    TOXIN                                   04-NOV-15   5ELB              
4ANN:	HEADER    MEMBRANE PROTEIN                        21-MAR-12   4ANN              
4DWR:	HEADER    LIGASE                                  26-FEB-12   4DWR              
3L8W:	HEADER    OXIDOREDUCTASE                          04-JAN-10   3L8W              
4NZK:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   12-DEC-13   4NZK              
4WJI:	HEADER    OXIDOREDUCTASE                          30-SEP-14   4WJI              
4WJT:	HEADER    LYASE                                   01-OCT-14   4WJT              
4WJQ:	HEADER    PROTEIN BINDING/SIGNALING PROTEIN       01-OCT-14   4WJQ              
4JZZ:	HEADER    VIRAL PROTEIN/INHIBITOR                 03-APR-13   4JZZ              
1LC5:	HEADER    LYASE                                   05-APR-02   1LC5              
4E15:	HEADER    HYDROLASE/HYDROLASE INHIBITOR           05-MAR-12   4E15              
4RRI:	HEADER    LIGASE                                  06-NOV-14   4RRI              
3IB5:	HEADER    HORMONE                                 15-JUL-09   3IB5              
4F0W:	HEADER    HYDROLASE                               05-MAY-12   4F0W              
5KKO:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   22-JUN-16   5KKO              
3MZF:	HEADER    HYDROLASE/ANTIBIOTIC                    12-MAY-10   3MZF              
3KZ5:	HEADER    DNA BINDING PROTEIN                     07-DEC-09   3KZ5              
4C5K:	HEADER    TRANSFERASE                             12-SEP-13   4C5K              
3V46:	HEADER    TRANSCRIPTION                           14-DEC-11   3V46              
4C5C:	HEADER    LIGASE                                  10-SEP-13   4C5C              
3ZSJ:	HEADER    SUGAR BINDING PROTEIN                   28-JUN-11   3ZSJ              
4GRN:	HEADER    CYTOKINE, ISOMERASE                     26-AUG-12   4GRN              
3R6D:	HEADER    LYASE, ISOMERASE                        21-MAR-11   3R6D              
1Z3E:	HEADER    TRANSCRIPTION                           11-MAR-05   1Z3E              
3LTI:	HEADER    TRANSFERASE                             16-FEB-10   3LTI              
4G78:	HEADER    TRANSFERASE                             20-JUL-12   4G78              
4K7B:	HEADER    PHOTOSYNTHESIS                          16-APR-13   4K7B              
3POJ:	HEADER    HYDROLASE                               22-NOV-10   3POJ              
3GDM:	HEADER    LYASE                                   24-FEB-09   3GDM              
1VLY:	HEADER    TRANSFERASE                             20-AUG-04   1VLY              
4EBJ:	HEADER    TRANSFERASE                             23-MAR-12   4EBJ              
4EBG:	HEADER    UNKNOWN FUNCTION                        23-MAR-12   4EBG              
3IT3:	HEADER    HYDROLASE                               27-AUG-09   3IT3              
5C8Z:	HEADER    HYDROLASE                               26-JUN-15   5C8Z              
3ZSU:	HEADER    PHOTOSYNTHESIS                          30-JUN-11   3ZSU              
1I2T:	HEADER    LIGASE                                  12-FEB-01   1I2T              
4IGI:	HEADER    CELL ADHESION                           17-DEC-12   4IGI              
2CXY:	HEADER    DNA BINDING PROTEIN                     01-JUL-05   2CXY              
2CXA:	HEADER    TRANSFERASE                             28-JUN-05   2CXA              
1MWQ:	HEADER    STRUCTURAL GENOMICS, UNKNOWN FUNCTION   30-SEP-02   1MWQ              
3P02:	HEADER    UNKNOWN FUNCTION                        27-SEP-10   3P02              
